survived,sex,age,sibsp,parch,fare,embarked,embark_town,who,fare_raw,sex_encoded,embarked_encoded,pclass_1,pclass_2,pclass_3,age_scaled,fare_scaled,sibsp_scaled,parch_scaled,family_size,is_alone,age_group,title,fare_per_person,fare_band
0,male,18.964487511560733,0,1,23.16780997446309,C,Cherbourg,man,23.16780997446309,1,0,0,1,0,0.2549340762965024,0.04123666842586368,0.0,0.16666666666666666,2,0,Young Adult,Mr,11.583904987231545,Business
1,female,2.8684873609771597,1,0,480.4495384871446,S,Southampton,child,512.0,0,2,1,0,0,0.03270105044684315,1.0,0.125,0.0,2,0,Child,Master,240.2247692435723,Premium
1,female,26.157730365737372,0,0,149.3298556564277,Q,Queenstown,woman,149.3298556564277,0,1,1,0,0,0.3542491924868533,0.30575531348450674,0.0,0.0,1,1,Young Adult,Mrs/Miss,149.3298556564277,Premium
1,female,27.29553488263403,2,0,27.253543702166272,S,Southampton,woman,27.253543702166272,0,2,0,1,0,0.36995854501231207,0.049803054171120686,0.25,0.0,3,0,Young Adult,Mrs/Miss,9.084514567388757,Business
0,male,30.268762512030733,0,0,15.531870050753785,Q,Queenstown,man,15.531870050753785,1,1,0,0,1,0.4110090772215009,0.025226714945396862,0.0,0.0,1,1,Young Adult,Mr,15.531870050753785,Economy
1,female,37.83136358376689,0,0,16.62574848335462,S,Southampton,woman,16.62574848335462,0,2,0,1,0,0.5154238202472623,0.027520203761992747,0.0,0.0,1,1,Adult,Mrs/Miss,16.62574848335462,Economy
1,female,27.762918571125304,0,0,7.298291319421314,S,Southampton,woman,7.298291319421314,0,2,0,0,1,0.37641158243493067,0.007963717359847475,0.0,0.0,1,1,Young Adult,Mrs/Miss,7.298291319421314,Budget
0,male,54.95729592867863,0,0,26.424099268213443,S,Southampton,man,26.424099268213443,1,2,0,0,1,0.7518768352758625,0.04806399297696632,0.0,0.0,1,1,Adult,Mr,26.424099268213443,Business
1,female,46.09447173735494,0,0,16.312350258512296,S,Southampton,woman,16.312350258512296,0,2,0,1,0,0.6295102709626772,0.026863114909707858,0.0,0.0,1,1,Adult,Mrs/Miss,16.312350258512296,Economy
0,male,37.14936784856062,0,0,41.64681747876512,S,Southampton,man,41.64681747876512,1,2,0,0,1,0.5060076936050197,0.07998082480541768,0.0,0.0,1,1,Adult,Mr,41.64681747876512,Premium
0,male,25.829222616102356,0,0,4.593786538378447,S,Southampton,man,4.593786538378447,1,2,0,0,1,0.3497135767727963,0.0022932961458519766,0.0,0.0,1,1,Young Adult,Mr,4.593786538378447,Budget
0,male,15.567850685871283,0,0,18.658396114996247,S,Southampton,child,18.658396114996247,1,2,0,1,0,0.2080376503258565,0.03178197040105705,0.0,0.0,1,1,Teen,Master,18.658396114996247,Business
0,male,23.789105135005254,0,1,12.42341877126909,S,Southampton,man,12.42341877126909,1,2,0,0,1,0.32154623851040465,0.018709356129316405,0.0,0.16666666666666666,2,0,Young Adult,Mr,6.211709385634545,Economy
0,male,44.2424806758586,1,0,24.96322570806668,C,Cherbourg,man,24.96322570806668,1,0,0,1,0,0.6039403421858108,0.04500104094061345,0.125,0.0,2,0,Adult,Mr,12.48161285403334,Business
1,female,55.384208283084526,1,0,16.426572466988972,S,Southampton,woman,16.426572466988972,0,2,0,1,0,0.7577710961732683,0.02710259980121018,0.125,0.0,2,0,Adult,Mrs/Miss,8.213286233494486,Economy
0,male,50.605409395810646,0,0,237.94914294671432,S,Southampton,man,237.94914294671432,1,2,1,0,0,0.6917915405873822,0.4915596389722338,0.0,0.0,1,1,Adult,Mr,237.94914294671432,Premium
1,female,22.156108094992163,0,0,6.194375633614448,S,Southampton,woman,6.194375633614448,0,2,0,0,1,0.29899989966780166,0.005649183857396836,0.0,0.0,1,1,Young Adult,Mrs/Miss,6.194375633614448,Budget
0,male,13.325355933953844,0,0,6.085051328547385,S,Southampton,child,6.085051328547385,1,2,0,0,1,0.17707614501346214,0.005419968193589229,0.0,0.0,1,1,Teen,Master,6.085051328547385,Budget
1,male,30.97240745675685,0,0,18.938805249797685,S,Southampton,man,18.938805249797685,1,2,1,0,0,0.4207241085166908,0.03236989241832302,0.0,0.0,1,1,Young Adult,Mr,18.938805249797685,Business
0,male,4.2418488821200775,0,0,39.56327830694429,S,Southampton,child,39.56327830694429,1,2,0,1,0,0.051662673432291244,0.07561235601848962,0.0,0.0,1,1,Child,Master,39.56327830694429,Premium
0,female,33.52434799858694,0,0,8.854035553454064,Q,Queenstown,woman,8.854035553454064,0,1,0,0,1,0.4559580463331463,0.011225580740546987,0.0,0.0,1,1,Young Adult,Mrs/Miss,8.854035553454064,Budget
1,male,28.93634720645708,0,0,34.268184808995784,C,Cherbourg,man,34.268184808995784,1,0,1,0,0,0.39261278731867705,0.0645103566020645,0.0,0.0,1,1,Young Adult,Mr,34.268184808995784,Business
0,male,28.93634720645708,0,2,52.53220061906472,S,Southampton,man,52.53220061906472,1,2,1,0,0,0.39261278731867705,0.10280374895548056,0.0,0.3333333333333333,3,0,Young Adult,Mr,17.51073353968824,Premium
1,female,6.674157058264864,0,2,31.919387296228887,S,Southampton,child,31.919387296228887,0,2,0,0,1,0.08524488023687582,0.05958573182893411,0.0,0.3333333333333333,3,0,Child,Master,10.639795765409628,Business
0,male,36.19040149197603,1,0,25.390162771397623,S,Southampton,man,25.390162771397623,1,2,0,0,1,0.49276751013595516,0.04589618189134203,0.125,0.0,2,0,Adult,Mr,12.695081385698812,Business
0,male,26.577726811301005,3,0,21.97582827096856,S,Southampton,man,21.97582827096856,1,2,0,1,0,0.3600479673421284,0.03873749061498787,0.375,0.0,4,0,Young Adult,Mr,5.49395706774214,Business
0,male,12.621164300055966,0,0,6.962769097730559,S,Southampton,child,6.962769097730559,1,2,0,0,1,0.16735356573195864,0.007260242055615058,0.0,0.0,1,1,Teen,Master,6.962769097730559,Budget
1,female,0.5,0,0,3.5,S,Southampton,child,3.5,0,2,0,0,1,0.0,0.0,0.0,0.0,1,1,Child,Master,3.5,Budget
0,male,28.61479132929109,1,2,43.00440282239541,S,Southampton,man,43.00440282239541,1,2,1,0,0,0.38817315418660675,0.08282721679048274,0.125,0.3333333333333333,4,0,Young Adult,Mr,10.751100705598853,Premium
1,female,53.81152235337642,2,0,19.29475092156237,S,Southampton,woman,19.29475092156237,0,2,0,0,1,0.7360574561632969,0.033116188709737246,0.25,0.0,3,0,Adult,Mrs/Miss,6.431583640520789,Business
0,male,26.577726811301005,0,1,63.18682918205072,S,Southampton,man,63.18682918205072,1,2,0,1,0,0.3600479673421284,0.12514285970665529,0.0,0.16666666666666666,2,0,Young Adult,Mr,31.59341459102536,Premium
1,female,22.600652407792197,0,0,16.06235517334882,C,Cherbourg,woman,16.06235517334882,0,0,0,0,1,0.3051376001420544,0.02633896074875313,0.0,0.0,1,1,Young Adult,Mrs/Miss,16.06235517334882,Economy
1,female,20.56903115493507,0,3,4.88710160541695,S,Southampton,woman,4.88710160541695,0,2,0,0,1,0.27708756695498676,0.0029082774874188023,0.0,0.5,4,0,Young Adult,Mrs/Miss,1.2217754013542375,Budget
1,female,35.562839585050334,0,0,19.663913477124684,C,Cherbourg,woman,19.663913477124684,0,0,0,0,1,0.4841029363176564,0.03389019628448672,0.0,0.0,1,1,Adult,Mrs/Miss,19.663913477124684,Business
0,male,15.02260385136392,0,1,136.65576366970996,Q,Queenstown,child,136.65576366970996,1,1,1,0,0,0.20050957796415694,0.279182078867446,0.0,0.16666666666666666,2,0,Teen,Master,68.32788183485498,Premium
1,female,33.225086597472526,0,0,12.271773764634071,S,Southampton,woman,12.271773764634071,0,2,0,0,1,0.4518262268707034,0.018391408433809608,0.0,0.0,1,1,Young Adult,Mrs/Miss,12.271773764634071,Economy
0,male,39.725123897385664,0,0,22.66294368421421,S,Southampton,man,22.66294368421421,1,2,0,1,0,0.5415704455449915,0.04017813654878024,0.0,0.0,1,1,Adult,Mr,22.66294368421421,Business
0,male,46.17706513438031,0,0,268.3002754237337,S,Southampton,man,268.3002754237337,1,2,1,0,0,0.630650615170209,0.5551955795232854,0.0,0.0,1,1,Adult,Mr,268.3002754237337,Premium
0,male,27.59784292928066,1,0,52.04426964856466,Q,Queenstown,man,52.04426964856466,1,1,1,0,0,0.3741324286676589,0.1017807246497065,0.125,0.0,2,0,Young Adult,Mr,26.02213482428233,Premium
1,female,26.14856749752248,0,2,21.773130885122285,Q,Queenstown,woman,21.773130885122285,0,1,0,0,1,0.3541226832976258,0.03831250354719613,0.0,0.3333333333333333,3,0,Young Adult,Mrs/Miss,7.257710295040762,Business
0,female,16.708243785408143,0,2,15.477622862272018,S,Southampton,child,15.477622862272018,0,2,0,0,1,0.22378274269645762,0.025112977151134946,0.0,0.3333333333333333,3,0,Teen,Master,5.159207620757339,Economy
1,female,26.157730365737372,0,1,327.26113301590186,S,Southampton,woman,327.26113301590186,0,2,1,0,0,0.3542491924868533,0.6788163251878864,0.0,0.16666666666666666,2,0,Young Adult,Mrs/Miss,163.63056650795093,Premium
0,male,30.268762512030733,0,0,14.80248306413959,C,Cherbourg,man,14.80248306413959,1,0,0,0,1,0.4110090772215009,0.02369743998493088,0.0,0.0,1,1,Young Adult,Mr,14.80248306413959,Economy
0,male,34.14311709542649,3,1,27.12008873238064,S,Southampton,man,27.12008873238064,1,2,1,0,0,0.4645012202525332,0.04952324475939771,0.375,0.16666666666666666,5,0,Young Adult,Mr,5.424017746476128,Business
1,female,41.79018476726549,0,0,4.32491993814066,C,Cherbourg,woman,4.32491993814066,0,0,0,0,1,0.570082170283046,0.001729574874434845,0.0,0.0,1,1,Adult,Mrs/Miss,4.32491993814066,Budget
0,male,17.755494690475174,0,0,59.75176655845649,Q,Queenstown,child,59.75176655845649,1,1,1,0,0,0.2382418465284368,0.117940708647887,0.0,0.0,1,1,Teen,Master,59.75176655845649,Premium
0,male,49.8976399654333,1,0,11.983963820153566,S,Southampton,man,11.983963820153566,1,2,0,0,1,0.682019563658633,0.017787969450739363,0.125,0.0,2,0,Adult,Mr,5.991981910076783,Economy
0,male,25.20426958540404,0,0,22.714447309653448,S,Southampton,man,22.714447309653448,1,2,0,1,0,0.3410850229875898,0.04028612203001711,0.0,0.0,1,1,Young Adult,Mr,22.714447309653448,Business
0,male,28.70085787912189,1,0,18.396749276640563,S,Southampton,man,18.396749276640563,1,2,0,0,1,0.3893614512550959,0.031233386500157147,0.125,0.0,2,0,Young Adult,Mr,9.198374638320281,Economy
0,male,18.539036491930474,0,0,41.43496861434645,S,Southampton,man,41.43496861434645,1,2,1,0,0,0.24905999164449477,0.0795366502181214,0.0,0.0,1,1,Young Adult,Mr,41.43496861434645,Premium
0,male,0.5,0,0,15.76828385456459,S,Southampton,child,15.76828385456459,1,2,0,1,0,0.0,0.02572239380601741,0.0,0.0,1,1,Child,Master,15.76828385456459,Economy
0,male,28.93634720645708,0,1,47.41405640944626,C,Cherbourg,man,47.41405640944626,1,0,1,0,0,0.39261278731867705,0.09207275165573914,0.0,0.16666666666666666,2,0,Young Adult,Mr,23.70702820472313,Premium
0,male,39.31581455929407,0,0,13.069411890074878,Q,Queenstown,man,13.069411890074878,1,1,0,0,1,0.5359192246291344,0.020063782681137465,0.0,0.0,1,1,Adult,Mr,13.069411890074878,Economy
1,female,25.061414200345013,1,0,14.037526217778703,Q,Queenstown,woman,14.037526217778703,0,1,0,0,1,0.33911265816505126,0.02209358719835039,0.125,0.0,2,0,Young Adult,Mrs/Miss,7.018763108889352,Economy
0,male,29.93787004114821,1,0,29.04194131357296,S,Southampton,man,29.04194131357296,1,2,0,1,0,0.40644053632021193,0.05355271208478463,0.125,0.0,2,0,Young Adult,Mr,14.52097065678648,Business
0,male,36.22314904785739,0,0,9.673281245052996,C,Cherbourg,man,9.673281245052996,1,0,0,0,1,0.49321964659001893,0.012943258661354984,0.0,0.0,1,1,Adult,Mr,9.673281245052996,Budget
1,female,7.1243580035884015,0,0,10.767580388813776,C,Cherbourg,child,10.767580388813776,0,0,0,0,1,0.0914606802731351,0.015237629565312313,0.0,0.0,1,1,Child,Master,10.767580388813776,Budget
0,male,21.59326251715187,1,0,31.92444124142325,S,Southampton,man,31.92444124142325,1,2,0,0,1,0.29122884632042617,0.05959632822286374,0.125,0.0,2,0,Young Adult,Mr,15.962220620711625,Business
1,female,27.762918571125304,2,0,3.5,S,Southampton,woman,3.5,0,2,0,0,1,0.37641158243493067,0.0,0.25,0.0,3,0,Young Adult,Mrs/Miss,1.1666666666666667,Budget
1,female,11.439948075630507,0,0,38.029306767065805,S,Southampton,child,38.029306767065805,0,2,0,1,0,0.15104483975774433,0.07239614252818172,0.0,0.0,1,1,Child,Master,38.029306767065805,Business
0,male,33.10981105033281,0,0,223.7251970160464,Q,Queenstown,man,223.7251970160464,1,1,1,0,0,0.4502346492484576,0.461736890897489,0.0,0.0,1,1,Young Adult,Mr,223.7251970160464,Premium
0,male,30.268762512030733,0,1,5.348159524654535,S,Southampton,man,5.348159524654535,1,2,0,0,1,0.4110090772215009,0.003874958198967519,0.0,0.16666666666666666,2,0,Young Adult,Mr,2.6740797623272674,Budget
1,female,27.762918571125304,1,0,24.728718932373795,C,Cherbourg,woman,24.728718932373795,0,0,0,0,1,0.37641158243493067,0.044509360465490796,0.125,0.0,2,0,Young Adult,Mrs/Miss,12.364359466186897,Business
1,female,28.50101924783523,0,0,18.89956378311218,S,Southampton,woman,18.89956378311218,0,2,0,0,1,0.3866023344995659,0.03228761648865135,0.0,0.0,1,1,Young Adult,Mrs/Miss,18.89956378311218,Business
0,male,26.577726811301005,0,1,23.79442348801796,S,Southampton,man,23.79442348801796,1,2,0,1,0,0.3600479673421284,0.04255046257595858,0.0,0.16666666666666666,2,0,Young Adult,Mr,11.89721174400898,Business
0,male,45.3063509624004,1,0,16.871066309337383,S,Southampton,man,16.871066309337383,1,2,0,1,0,0.618628905224943,0.028034551310710157,0.125,0.0,2,0,Adult,Mr,8.435533154668692,Economy
0,male,18.71571792482731,0,0,41.926035280775295,S,Southampton,man,41.926035280775295,1,2,0,0,1,0.25149938336149186,0.0805662490054197,0.0,0.0,1,1,Young Adult,Mr,41.926035280775295,Premium
1,female,17.656465881798667,0,1,17.034391027585947,S,Southampton,child,17.034391027585947,0,2,0,0,1,0.2368745831342656,0.028376987365406045,0.0,0.16666666666666666,2,0,Teen,Master,8.517195513792974,Economy
0,male,31.8079687612332,0,0,11.09077380916403,S,Southampton,man,11.09077380916403,1,2,0,0,1,0.43226047253504823,0.01591525559127599,0.0,0.0,1,1,Young Adult,Mr,11.09077380916403,Economy
1,female,45.080922892002015,0,0,14.965623830346187,C,Cherbourg,woman,14.965623830346187,0,0,0,0,1,0.6155164821553976,0.024039490355131615,0.0,0.0,1,1,Adult,Mrs/Miss,14.965623830346187,Economy
0,male,14.778494534302444,0,0,25.689477621916904,S,Southampton,child,25.689477621916904,1,2,0,0,1,0.19713922808461257,0.046523742726118575,0.0,0.0,1,1,Teen,Master,25.689477621916904,Business
0,male,28.93634720645708,0,0,73.06369747110868,S,Southampton,man,73.06369747110868,1,2,1,0,0,0.39261278731867705,0.14585127326417083,0.0,0.0,1,1,Young Adult,Mr,73.06369747110868,Premium
0,male,35.00343100462802,0,0,65.84684757771954,S,Southampton,man,65.84684757771954,1,2,1,0,0,0.4763793366437954,0.13072000819097135,0.0,0.0,1,1,Adult,Mr,65.84684757771954,Premium
0,male,38.70347850168402,0,0,10.12111657469844,S,Southampton,man,10.12111657469844,1,2,0,0,1,0.5274648699045789,0.013882216126469536,0.0,0.0,1,1,Adult,Mr,10.12111657469844,Budget
0,male,31.47018177388115,1,0,3.5,S,Southampton,man,3.5,1,2,0,0,1,0.42759674095020694,0.0,0.125,0.0,2,0,Young Adult,Mr,1.75,Budget
0,male,23.861610252833486,1,0,69.59550621519065,S,Southampton,man,69.59550621519065,1,2,1,0,0,0.32254729663502013,0.13857966279795897,0.125,0.0,2,0,Young Adult,Mr,34.79775310759533,Premium
0,male,17.413736910917926,0,0,265.63211175685564,C,Cherbourg,child,265.63211175685564,1,0,1,0,0,0.2335232913129714,0.5496013531920443,0.0,0.0,1,1,Teen,Master,265.63211175685564,Premium
0,female,27.762918571125304,0,0,12.576570360599954,S,Southampton,woman,12.576570360599954,0,2,0,0,1,0.37641158243493067,0.01903046261327832,0.0,0.0,1,1,Young Adult,Mrs/Miss,12.576570360599954,Economy
0,male,28.93634720645708,0,0,38.41076756652157,C,Cherbourg,man,38.41076756652157,1,0,1,0,0,0.39261278731867705,0.07319593531268831,0.0,0.0,1,1,Young Adult,Mr,38.41076756652157,Business
1,male,0.5,0,0,42.14134398067809,Q,Queenstown,child,42.14134398067809,1,1,1,0,0,0.0,0.08101767768398754,0.0,0.0,1,1,Child,Master,42.14134398067809,Premium
1,female,35.11183725820735,0,0,33.32372221227582,S,Southampton,woman,33.32372221227582,0,2,0,0,1,0.4778760718282249,0.06253014167258633,0.0,0.0,1,1,Adult,Mrs/Miss,33.32372221227582,Business
1,female,27.762918571125304,0,2,5.0718186448236775,S,Southampton,woman,5.0718186448236775,0,2,0,0,1,0.37641158243493067,0.0032955659204732483,0.0,0.3333333333333333,3,0,Young Adult,Mrs/Miss,1.6906062149412258,Budget
1,female,0.5,0,0,24.89722643164308,S,Southampton,child,24.89722643164308,0,2,0,0,1,0.0,0.044862663038764655,0.0,0.0,1,1,Child,Master,24.89722643164308,Business
1,female,14.863770134060877,0,0,40.24174215519446,Q,Queenstown,child,40.24174215519446,0,1,1,0,0,0.1983166047240365,0.07703486258050918,0.0,0.0,1,1,Teen,Master,40.24174215519446,Premium
0,male,37.66815965407277,0,0,4.350888386425317,Q,Queenstown,man,4.350888386425317,1,1,0,0,1,0.5131705086923936,0.0017840218257140668,0.0,0.0,1,1,Adult,Mr,4.350888386425317,Budget
0,male,57.80493657596378,1,0,46.67975945644331,S,Southampton,man,46.67975945644331,1,2,1,0,0,0.7911934227297782,0.09053318217563838,0.125,0.0,2,0,Adult,Mr,23.339879728221653,Premium
1,female,26.88217402885084,0,2,20.090905595979063,C,Cherbourg,woman,20.090905595979063,0,0,0,1,0,0.36425138593896267,0.034785452667811405,0.0,0.3333333333333333,3,0,Young Adult,Mrs/Miss,6.696968531993021,Business
1,female,18.80795882279212,0,0,7.195886812259723,S,Southampton,woman,7.195886812259723,0,2,0,0,1,0.2527729279483479,0.007749010144726957,0.0,0.0,1,1,Young Adult,Mrs/Miss,7.195886812259723,Budget
0,male,26.43944982453224,0,2,5.236994070840793,Q,Queenstown,man,5.236994070840793,1,1,0,0,1,0.3581388151995148,0.0036418822761637108,0.0,0.3333333333333333,3,0,Young Adult,Mr,1.7456646902802644,Budget
1,female,48.24826986807459,1,0,10.675903402514848,Q,Queenstown,woman,10.675903402514848,0,1,0,0,1,0.6592471665380549,0.01504541429115622,0.125,0.0,2,0,Adult,Mrs/Miss,5.337951701257424,Budget
0,male,19.956501492256507,1,0,11.285919384605206,S,Southampton,man,11.285919384605206,1,2,0,0,1,0.2686305391787542,0.016324409096403945,0.125,0.0,2,0,Young Adult,Mr,5.642959692302603,Economy
0,male,30.268762512030733,0,0,12.956366864889471,S,Southampton,man,12.956366864889471,1,2,0,0,1,0.4110090772215009,0.01982676594023867,0.0,0.0,1,1,Young Adult,Mr,12.956366864889471,Economy
0,male,22.241590689451545,0,1,27.15626772169357,S,Southampton,man,27.15626772169357,1,2,1,0,0,0.3001801342258573,0.04959909972180671,0.0,0.16666666666666666,2,0,Young Adult,Mr,13.578133860846785,Business
0,male,15.653399484378028,0,0,12.777748734851262,S,Southampton,child,12.777748734851262,1,2,0,1,0,0.20921879894489817,0.019452264833465877,0.0,0.0,1,1,Teen,Master,12.777748734851262,Economy
0,male,30.717384423927136,0,0,15.692807606315323,C,Cherbourg,man,15.692807606315323,1,0,0,1,0,0.4172030759796074,0.02556414593667536,0.0,0.0,1,1,Young Adult,Mr,15.692807606315323,Economy
0,male,51.745498418573845,0,0,10.797449428366878,S,Southampton,man,10.797449428366878,1,2,0,1,0,0.707532434654003,0.015300254721943862,0.0,0.0,1,1,Adult,Mr,10.797449428366878,Budget
1,female,33.52310982362441,1,0,11.138227411798796,S,Southampton,woman,11.138227411798796,0,2,0,0,1,0.45594095119361594,0.016014749560355583,0.125,0.0,2,0,Young Adult,Mrs/Miss,5.569113705899398,Economy
0,male,25.467050970231973,0,2,13.48620355308959,S,Southampton,man,13.48620355308959,1,2,0,1,0,0.34471317294664394,0.020937652198522366,0.0,0.3333333333333333,3,0,Young Adult,Mr,4.495401184363197,Economy
0,male,24.914642235182384,1,0,15.063315916812446,Q,Queenstown,man,15.063315916812446,1,1,0,0,1,0.3370862182033935,0.02424431723634872,0.125,0.0,2,0,Young Adult,Mr,7.531657958406223,Economy
1,female,7.115328678246801,0,0,6.7694501284472,S,Southampton,child,6.7694501284472,0,2,0,0,1,0.09133601487345366,0.006854918318650021,0.0,0.0,1,1,Child,Master,6.7694501284472,Budget
1,female,41.363536880060224,0,0,13.43705532099814,S,Southampton,woman,13.43705532099814,0,2,0,0,1,0.564191560811192,0.02083460517126798,0.0,0.0,1,1,Adult,Mrs/Miss,13.43705532099814,Economy
1,female,27.91027924182077,1,0,26.80115514235905,S,Southampton,woman,26.80115514235905,0,2,0,0,1,0.3784461504911879,0.048854550140186574,0.125,0.0,2,0,Young Adult,Mrs/Miss,13.400577571179525,Business
1,female,26.47328120973124,0,2,6.894684709849093,Q,Queenstown,woman,6.894684709849093,0,1,0,0,1,0.3586059157854443,0.0071174923884334395,0.0,0.3333333333333333,3,0,Young Adult,Mrs/Miss,2.298228236616364,Budget
1,female,27.762918571125304,0,0,23.02898765280672,C,Cherbourg,woman,23.02898765280672,0,0,0,0,1,0.37641158243493067,0.04094560551363882,0.0,0.0,1,1,Young Adult,Mrs/Miss,23.02898765280672,Business
0,male,33.18254071711961,0,0,296.87494986916334,S,Southampton,man,296.87494986916334,1,2,1,0,0,0.4512388076584885,0.615106895374574,0.0,0.0,1,1,Young Adult,Mr,296.87494986916334,Premium
0,male,18.47492529866742,0,1,34.88011448327408,S,Southampton,man,34.88011448327408,1,2,0,0,1,0.2481748261166376,0.06579336376508493,0.0,0.16666666666666666,2,0,Young Adult,Mr,17.44005724163704,Business
0,male,23.030993653122398,5,0,12.025037583570324,S,Southampton,man,12.025037583570324,1,2,0,1,0,0.31107920278885687,0.017874087079759494,0.625,0.0,6,0,Young Adult,Mr,2.004172930595054,Economy
1,male,45.07823992875457,0,0,53.91808170877152,S,Southampton,man,53.91808170877152,1,2,1,0,0,0.6154794392232936,0.10570946743903906,0.0,0.0,1,1,Adult,Mr,53.91808170877152,Premium
0,male,30.585785747528703,4,0,18.39986026397969,S,Southampton,man,18.39986026397969,1,2,0,0,1,0.41538612942268444,0.031239909176222616,0.5,0.0,5,0,Young Adult,Mr,3.679972052795938,Economy
1,female,8.864108303556865,3,0,63.612723469373925,Q,Queenstown,child,63.612723469373925,0,1,1,0,0,0.1154809318740166,0.12603581431286817,0.375,0.0,4,0,Child,Master,15.903180867343481,Premium
0,male,41.86920508405285,1,0,7.3531610200254995,S,Southampton,man,7.3531610200254995,1,2,0,0,1,0.5711731819591745,0.008078760349045512,0.125,0.0,2,0,Adult,Mr,3.6765805100127498,Budget
0,male,19.645982802454085,0,2,9.145812182799151,C,Cherbourg,man,9.145812182799151,1,0,0,0,1,0.2643432934424175,0.011837336504627576,0.0,0.3333333333333333,3,0,Young Adult,Mr,3.0486040609330503,Budget
0,male,55.22616886704564,0,0,11.860767214064715,S,Southampton,man,11.860767214064715,1,2,0,0,1,0.755589089631192,0.01752966831792011,0.0,0.0,1,1,Adult,Mr,11.860767214064715,Economy
1,female,44.12067292000508,1,0,7.07161561813452,S,Southampton,woman,7.07161561813452,0,2,0,1,0,0.6022585761630698,0.007488455968452075,0.125,0.0,2,0,Adult,Mrs/Miss,3.53580780906726,Budget
0,male,22.737493460777483,0,2,51.349849400079535,C,Cherbourg,man,51.349849400079535,1,0,1,0,0,0.3070269267437487,0.10032476297567328,0.0,0.3333333333333333,3,0,Young Adult,Mr,17.116616466693177,Premium
1,female,46.93422906429159,0,0,12.352375532297357,S,Southampton,woman,12.352375532297357,0,2,0,0,1,0.6411045683035472,0.0185604027637317,0.0,0.0,1,1,Adult,Mrs/Miss,12.352375532297357,Economy
0,male,29.949977147383645,0,0,17.89101662269747,S,Southampton,man,17.89101662269747,1,2,0,1,0,0.40660769579013073,0.030173038154822238,0.0,0.0,1,1,Young Adult,Mr,17.89101662269747,Economy
0,male,40.938831451711074,0,0,13.681836427964887,S,Southampton,man,13.681836427964887,1,2,0,0,1,0.5583277703319539,0.02134782740384038,0.0,0.0,1,1,Adult,Mr,13.681836427964887,Economy
0,male,35.78625944212265,0,2,26.733543871346395,S,Southampton,man,26.733543871346395,1,2,0,0,1,0.48718763254079095,0.04871279243720794,0.0,0.3333333333333333,3,0,Adult,Mr,8.911181290448798,Business
1,female,17.15100683012777,0,0,11.65100919156003,S,Southampton,child,11.65100919156003,0,2,0,0,1,0.22989584969458865,0.017089877510762554,0.0,0.0,1,1,Teen,Master,11.65100919156003,Economy
0,male,19.99030234755553,0,1,22.01531618223318,S,Southampton,man,22.01531618223318,1,2,0,1,0,0.2690972182467919,0.03882028325462408,0.0,0.16666666666666666,2,0,Young Adult,Mr,11.00765809111659,Business
1,female,26.88217402885084,1,1,15.33870280811318,Q,Queenstown,woman,15.33870280811318,0,1,0,1,0,0.36425138593896267,0.024821709327290338,0.125,0.16666666666666666,3,0,Young Adult,Mrs/Miss,5.112900936037726,Economy
0,male,24.313145350508428,0,0,12.930492593081372,S,Southampton,man,12.930492593081372,1,2,0,0,1,0.328781516944094,0.01977251644480951,0.0,0.0,1,1,Young Adult,Mr,12.930492593081372,Economy
0,male,23.348921514612044,2,0,39.03528601805992,C,Cherbourg,man,39.03528601805992,1,0,0,1,0,0.31546874491110855,0.07450533683453331,0.25,0.0,3,0,Young Adult,Mr,13.011762006019973,Premium
1,female,15.628283889109058,1,1,287.7982165240066,S,Southampton,child,287.7982165240066,0,2,1,0,0,0.20887203486187,0.5960760910384431,0.125,0.16666666666666666,3,0,Teen,Master,95.93273884133554,Premium
1,female,27.762918571125304,1,0,8.235738386828318,C,Cherbourg,woman,8.235738386828318,0,0,0,0,1,0.37641158243493067,0.009929223124630328,0.125,0.0,2,0,Young Adult,Mrs/Miss,4.117869193414159,Budget
0,female,57.87534886940403,0,1,8.442628626779925,S,Southampton,woman,8.442628626779925,0,2,0,0,1,0.7921655858064338,0.010363001172949339,0.0,0.16666666666666666,2,0,Adult,Mrs/Miss,4.221314313389962,Budget
1,female,14.05453920044018,1,2,8.874691613122987,C,Cherbourg,child,8.874691613122987,0,0,0,0,1,0.18714377685952185,0.011268889430465095,0.125,0.3333333333333333,4,0,Teen,Master,2.218672903280747,Budget
1,female,27.762918571125304,0,0,27.435601535126104,S,Southampton,woman,27.435601535126104,0,2,0,0,1,0.37641158243493067,0.0501847671580696,0.0,0.0,1,1,Young Adult,Mrs/Miss,27.435601535126104,Business
1,female,48.771087775816014,1,0,14.775325670829895,S,Southampton,woman,14.775325670829895,0,2,1,0,0,0.6664655689062702,0.02364050022271655,0.125,0.0,2,0,Adult,Mrs/Miss,7.387662835414948,Economy
1,female,27.885020522559987,0,1,15.446142578215415,S,Southampton,woman,15.446142578215415,0,2,0,0,1,0.37809741033475797,0.02504697376604633,0.0,0.16666666666666666,2,0,Young Adult,Mrs/Miss,7.723071289107708,Economy
1,female,27.762918571125304,1,1,12.435597034409431,S,Southampton,woman,12.435597034409431,0,2,0,0,1,0.37641158243493067,0.01873488978048414,0.125,0.16666666666666666,3,0,Young Adult,Mrs/Miss,4.145199011469811,Economy
