survived,pclass,sex,age,sibsp,parch,fare,embarked,embark_town,who,deck
1,3,female,20.28290893571767,0,0,14.036842019721695,C,Cherbourg,woman,
0,2,male,,1,0,11.950754525610606,C,Cherbourg,man,
0,2,male,18.605411800227323,1,0,18.96157476216406,S,Southampton,man,
0,3,male,10.51968484291012,1,0,28.84272260485161,C,Cherbourg,child,
0,2,male,20.435232727326003,1,1,30.561050699303355,C,Cherbourg,man,
0,3,male,28.48148484132223,0,0,6.470007883749226,S,Southampton,man,
0,3,male,22.98976885675836,1,0,11.70085382553285,Q,Queenstown,man,
0,2,male,19.306106281766017,0,0,12.047837403570584,S,Southampton,man,E
0,3,male,9.311555508594324,0,1,19.336243546187237,S,Southampton,child,
0,3,male,27.836521983198274,0,0,7.65242281516353,S,Southampton,man,F
1,1,male,7.933914763565969,0,0,445.6219470091759,S,Southampton,child,G
0,3,male,,0,0,39.652348516215326,S,Southampton,man,D
1,3,female,30.154156541083047,0,0,11.89970468971225,S,Southampton,woman,C
1,3,female,8.594279007490972,1,0,25.785859289326403,Q,Queenstown,child,
0,2,male,24.671072921301914,0,1,15.620677799417747,S,Southampton,man,
0,3,male,18.469810321731835,0,0,23.222762147036246,S,Southampton,man,A
0,2,male,33.46844314586853,3,0,26.008283594975527,S,Southampton,man,
0,1,male,,0,0,31.46198432617616,S,Southampton,man,E
0,3,female,2.747585424959574,0,1,12.0692650990041,Q,Queenstown,child,
0,1,male,30.61036510806384,0,0,71.72891846900446,S,Southampton,man,
1,2,female,26.758140862067034,0,0,28.935143524022752,C,Cherbourg,woman,
0,3,male,,0,0,8.36829691920153,S,Southampton,man,B
0,3,male,31.984752795327648,0,0,6.773697092243986,S,Southampton,man,
0,3,female,18.472429355656534,0,0,13.109613325631512,S,Southampton,woman,
1,3,female,24.533244900667345,0,0,9.474670102528604,S,Southampton,woman,
1,2,female,,0,0,47.86978618306996,S,Southampton,woman,D
1,2,female,44.06409994038037,0,0,23.54405036615803,S,Southampton,woman,
0,2,male,29.298363081407192,0,0,28.594815680495064,S,Southampton,man,
1,3,female,55.6166696005421,1,0,23.87661497736153,C,Cherbourg,woman,
0,3,male,28.150748606595307,0,0,8.193858966895494,S,Southampton,man,
1,3,female,19.08230526325352,0,1,8.944481734373836,S,Southampton,woman,
0,3,male,7.807998503420421,1,2,9.262568916626513,S,Southampton,child,
1,1,female,,0,2,46.45381334036544,S,Southampton,woman,
0,3,male,6.822096797923145,0,1,16.0185863210385,C,Cherbourg,child,
0,1,male,32.73977311416077,0,0,48.689393624080935,S,Southampton,man,
0,3,male,36.122150325219074,1,0,22.487984139046805,S,Southampton,man,E
1,2,female,,1,0,12.907473464686495,Q,Queenstown,woman,
0,3,male,,0,0,6.487570254108199,S,Southampton,man,
0,2,male,22.237145276431846,1,0,31.36594516396695,S,Southampton,man,
1,1,male,31.055102167797692,0,0,75.24496376234826,S,Southampton,man,B
0,1,male,51.57108879557594,0,0,80.63997556413949,S,Southampton,man,D
1,3,female,41.55575042211745,0,0,13.934337593697904,C,Cherbourg,woman,G
0,3,male,25.24057092931835,0,0,3.7889344362728514,C,Cherbourg,man,
1,1,female,16.523308844185976,1,2,335.46186740148806,Q,Queenstown,child,
1,1,male,0.5,0,0,111.10728865192809,S,Southampton,child,
0,3,male,18.93185353060612,0,0,6.98013333893559,S,Southampton,man,D
1,1,female,26.044176656412276,2,2,512.0,C,Cherbourg,woman,
1,3,female,,0,0,15.077490214872691,S,Southampton,woman,G
0,3,male,27.162402460707735,0,0,4.114179292093723,S,Southampton,man,
0,1,male,30.075926361422756,0,0,26.24744788377798,S,Southampton,man,
1,1,female,25.8520162546869,1,0,233.33191564184415,S,Southampton,woman,
0,3,male,19.899963868471563,1,1,9.269410323208925,S,Southampton,man,
1,2,female,31.361165407534187,0,0,11.695563878524057,C,Cherbourg,woman,B
1,2,female,35.187169093971725,0,0,12.55683466952742,C,Cherbourg,woman,
1,3,female,13.734412915800156,0,0,18.6259373997081,S,Southampton,child,
0,3,male,48.753053316447776,1,0,24.7036673551333,S,Southampton,man,
1,3,female,27.619766148020336,0,2,15.562770376541165,S,Southampton,woman,
0,3,male,29.263894721227867,0,0,5.336764373323286,C,Cherbourg,man,G
0,2,male,,2,0,31.584565692591028,S,Southampton,man,E
0,1,male,,0,0,55.03905890690444,S,Southampton,man,B
0,3,male,42.34391287478543,0,0,18.815756607447426,S,Southampton,man,
1,3,female,33.01973831282554,0,2,50.47975579116963,S,Southampton,woman,C
1,2,female,20.42587675503387,3,0,12.284393204058134,S,Southampton,woman,
1,3,female,34.06104935288542,0,0,14.084589309995579,C,Cherbourg,woman,
0,1,male,12.987833097510734,0,0,170.49008454655086,S,Southampton,child,A
0,3,male,30.519835880871323,0,1,11.918025191688463,S,Southampton,man,D
0,1,male,28.53478013097755,0,0,21.095760769294486,S,Southampton,man,
1,3,female,26.086363998184446,0,1,12.315127090328136,S,Southampton,woman,
0,1,male,27.20047483985497,0,0,256.9455364156887,C,Cherbourg,man,
1,1,female,2.6541133630330513,8,2,87.4252020565941,S,Southampton,child,F
0,1,male,21.31785129162654,0,0,195.412971469502,C,Cherbourg,man,B
0,3,male,30.299828615975606,0,0,20.306776082877082,S,Southampton,man,
1,3,female,,0,0,7.058211821941797,S,Southampton,woman,
0,3,male,14.612548027036587,0,0,9.292599041893407,S,Southampton,child,
1,3,female,46.71990977210581,1,2,6.614426558247709,S,Southampton,woman,
1,2,female,16.873552124996987,0,1,14.847844723531585,S,Southampton,child,C
0,2,male,42.572400807374315,0,0,13.585580894623947,C,Cherbourg,man,
0,3,male,34.980721066203586,0,0,7.097417057738304,S,Southampton,man,
0,1,male,19.952817662186757,0,0,179.75927147811433,S,Southampton,man,
1,3,female,53.85435249653317,0,0,7.033706326037741,C,Cherbourg,woman,E
0,1,male,12.28908435540928,0,0,33.174706776438846,Q,Queenstown,child,
0,3,male,,1,0,9.009492536647663,S,Southampton,man,D
0,1,male,,2,0,52.821040094944124,Q,Queenstown,man,
0,3,female,19.611317072926973,0,0,26.754358053553016,S,Southampton,woman,
0,3,male,48.4945142009006,2,0,20.459390889494337,S,Southampton,man,B
1,3,female,25.49934879561466,0,0,14.63887603267685,C,Cherbourg,woman,
1,1,female,,0,0,12.713461730535313,S,Southampton,woman,
0,3,male,32.644505742797094,0,3,5.95883610425184,S,Southampton,man,
0,3,male,,0,0,39.09979909228229,S,Southampton,man,G
0,3,female,40.35131582423695,0,0,7.722948254230192,C,Cherbourg,woman,A
0,3,male,40.10884208773098,0,0,18.14124015687371,C,Cherbourg,man,D
1,3,female,4.5205523746654706,0,1,23.005638626895866,S,Southampton,child,
0,3,male,,0,0,8.730579097612335,S,Southampton,man,E
0,3,male,5.7251121675005585,0,0,22.710049059832613,S,Southampton,child,
1,3,female,43.455646860783204,1,0,19.269584535128335,S,Southampton,woman,D
0,3,male,44.77387191558617,0,0,34.356055839713854,S,Southampton,man,
0,1,male,13.726469976987225,0,0,43.64266685936198,C,Cherbourg,child,
0,2,male,23.248599968635812,0,1,15.560826716732267,S,Southampton,man,
0,3,male,13.5201346411969,0,1,8.99533533383099,S,Southampton,child,
0,3,male,25.991105575957704,1,0,13.808883618478498,S,Southampton,man,
0,3,male,24.68752002139962,0,0,12.615517908834413,S,Southampton,man,
1,3,female,39.91524745177076,0,2,9.620894678105433,Q,Queenstown,woman,
0,2,male,47.34432244567452,1,0,15.752197455298214,S,Southampton,man,
1,1,female,48.53957335105939,0,1,42.3571774598325,S,Southampton,woman,
0,3,male,,0,0,39.78168726563619,S,Southampton,man,
1,2,female,,0,2,73.0,S,Southampton,woman,
0,3,male,5.431865308906698,1,0,17.55750179755572,S,Southampton,child,
1,1,female,17.717819069053355,0,2,135.56327840958738,S,Southampton,child,G
0,3,male,42.507922863364406,0,0,15.459566488664862,S,Southampton,man,
0,3,male,51.61815952967524,0,0,21.306231319045718,S,Southampton,man,
0,3,male,11.719115793681091,0,2,15.444056066600293,S,Southampton,child,F
0,3,male,20.70550037185948,0,0,10.09856867247459,S,Southampton,man,
0,2,male,28.630319402575022,0,0,39.60664751607659,Q,Queenstown,man,
0,3,male,,0,0,10.492028798764068,S,Southampton,man,
1,3,female,17.665550721096956,2,1,14.709266919778571,S,Southampton,child,
0,1,male,,1,2,136.83282977433726,S,Southampton,man,
0,3,male,,0,0,14.711113225276963,S,Southampton,man,
0,3,male,28.797668207704092,1,1,15.855082005917772,C,Cherbourg,man,
1,3,female,36.647979472051794,0,0,20.083682285475568,S,Southampton,woman,
0,3,male,29.08991177735313,0,0,26.302841661254096,S,Southampton,man,
0,3,male,22.89059753262804,0,0,12.766243376579418,S,Southampton,man,
0,2,male,27.46546274503837,1,0,13.395512308443125,S,Southampton,man,
0,3,female,27.762918571125304,1,0,9.903988372376523,C,Cherbourg,woman,
1,3,female,,0,3,12.508864343274427,S,Southampton,woman,
0,1,male,25.376855122660565,2,0,98.80600059727207,S,Southampton,man,
1,1,female,51.381060387066036,0,0,54.00144631432832,S,Southampton,woman,
1,2,female,36.85287227117734,1,2,46.260645841313924,C,Cherbourg,woman,F
0,3,male,,3,0,15.314677782887127,S,Southampton,man,
1,3,female,38.7573616631503,0,1,27.64143396214992,C,Cherbourg,woman,
1,1,male,24.32652714341586,1,0,133.0022698204602,S,Southampton,man,
0,3,male,45.423744926212976,0,1,17.191673341181467,C,Cherbourg,man,
0,2,male,34.17499069077331,0,0,38.13540997951546,S,Southampton,man,C
0,3,male,27.497769983940795,0,2,10.908560847133716,C,Cherbourg,man,
0,3,male,35.26803696134389,0,0,7.665153723067357,S,Southampton,man,F
1,3,female,7.007733871041012,2,0,33.09432866285408,C,Cherbourg,child,
0,3,male,13.225255435262726,0,0,9.725000840727722,S,Southampton,child,D
0,2,male,12.285049910413225,0,0,57.178233127413534,S,Southampton,child,
0,2,male,31.001203326691893,1,0,26.3683185836855,S,Southampton,man,
1,1,female,53.255209992791286,2,0,233.33569248001194,S,Southampton,woman,
0,3,male,60.238202046696856,0,0,22.904346443449064,S,Southampton,man,
0,3,male,37.9327154201706,4,0,12.915917509418295,Q,Queenstown,man,
0,3,male,36.011822649222395,0,0,10.63164063284533,Q,Queenstown,man,
0,3,male,3.785191721861654,1,0,15.486985148502265,S,Southampton,child,
1,3,female,21.402566803723694,0,0,48.09962575538754,Q,Queenstown,woman,C
0,3,female,17.971027473284657,0,0,4.2293908714089135,S,Southampton,child,
0,3,male,20.308133624484377,0,0,19.476652344431876,S,Southampton,man,
1,3,female,26.645986539812945,0,0,7.050014113292668,S,Southampton,woman,G
0,2,male,22.390731912240216,0,0,24.030681208419665,S,Southampton,man,
1,3,female,1.2898026547389705,0,0,10.498915105639187,Q,Queenstown,child,D
1,1,male,39.47074358564547,0,1,64.08696520759518,S,Southampton,man,
0,3,male,13.98159763964271,1,0,12.106238794401996,S,Southampton,child,
0,3,male,32.34945609755609,0,0,6.168756715512613,S,Southampton,man,
1,1,female,58.03715737649963,0,0,51.441935969572896,S,Southampton,woman,
0,3,male,,0,0,4.151683411346936,S,Southampton,man,G
0,3,male,0.5,0,0,16.841712696274943,Q,Queenstown,child,C
0,2,male,24.995940893678448,1,0,36.97156809014516,C,Cherbourg,man,
1,1,female,44.413434889979996,1,0,15.753340996113858,C,Cherbourg,woman,
0,3,male,56.416864359088315,0,0,13.755380028151437,S,Southampton,man,A
1,3,female,11.786305677666164,0,0,4.786643082933671,S,Southampton,child,
0,3,female,,1,0,12.476268165596936,S,Southampton,woman,
0,3,male,22.485653605079253,0,0,5.187613969362485,S,Southampton,man,
1,3,female,27.5167230397421,1,0,16.066932061308126,S,Southampton,woman,
0,3,male,66.02080685823849,0,2,6.996329118228512,C,Cherbourg,man,B
1,3,female,7.958415402467857,1,0,9.29432119800795,S,Southampton,child,
0,3,male,32.55235526092403,0,0,14.532240047472273,S,Southampton,man,C
1,2,female,,0,2,20.39603695203769,S,Southampton,woman,
1,1,female,44.201008549150856,2,0,40.21340288332902,S,Southampton,woman,F
1,1,female,30.371764148592536,0,0,247.21900083181745,S,Southampton,woman,
1,3,female,,0,1,17.78802293780521,Q,Queenstown,woman,G
0,3,male,23.516920056094925,0,1,35.12623486484506,S,Southampton,man,
0,3,male,32.767777177431505,0,0,56.0,C,Cherbourg,man,A
1,1,female,24.195308143036254,0,0,85.21876360221853,S,Southampton,woman,
1,1,male,37.70200645798471,0,0,35.78708288952053,S,Southampton,man,
0,1,male,,0,2,90.6823446328258,S,Southampton,man,
1,2,female,,0,0,21.322204047525034,C,Cherbourg,woman,
0,3,female,28.590320608410302,1,0,19.409004402269787,C,Cherbourg,woman,
1,2,female,44.76470351081035,0,1,23.241291548237463,S,Southampton,woman,
0,2,male,28.280487869761192,0,0,42.779127551711625,S,Southampton,man,
1,3,female,4.177545445103661,0,0,10.457446977248157,S,Southampton,child,
0,2,male,46.66690100999588,0,0,49.45210685673293,S,Southampton,man,B
1,3,female,16.319747787923333,0,0,16.203073642439907,Q,Queenstown,child,
0,3,male,19.84727125891652,0,1,6.43651535740599,S,Southampton,man,
1,2,female,20.66074188339111,0,0,22.2723920490924,S,Southampton,woman,
1,3,female,48.242133304391444,0,1,6.46502004553985,S,Southampton,woman,
0,3,male,,0,0,6.488083107225102,S,Southampton,man,A
1,3,female,72.92847947123991,0,0,7.058172229313494,S,Southampton,woman,
0,1,male,43.78479532692472,0,2,91.84537594725091,S,Southampton,man,
1,3,female,32.12534479780823,0,0,8.414318037708128,C,Cherbourg,woman,
0,3,female,28.23148399137199,0,0,5.426001709965964,C,Cherbourg,woman,F
0,2,male,32.997757048007195,0,0,46.73211952884405,S,Southampton,man,
1,3,female,36.295713997310735,1,1,11.950517436811774,C,Cherbourg,woman,F
1,3,female,,0,0,5.997942596263051,S,Southampton,woman,
0,3,male,,0,0,6.104287142559166,S,Southampton,man,
0,2,male,30.254129537573483,0,0,19.396987448113748,S,Southampton,man,
1,3,female,,0,0,7.26930550220311,S,Southampton,woman,
1,2,female,26.882174028850837,0,1,43.7286430485748,S,Southampton,woman,
1,1,female,26.271284075062464,0,0,20.20564875618824,S,Southampton,woman,B
1,1,female,44.8727813561389,1,0,315.8115858260725,S,Southampton,woman,
0,1,male,37.309794111932064,0,0,54.72537394606993,Q,Queenstown,man,
1,1,female,0.5,2,0,25.326801808431718,S,Southampton,child,E
0,1,male,38.18261087141666,0,2,76.07661050421278,S,Southampton,man,B
0,3,male,31.726306726062848,0,0,5.801479829606863,S,Southampton,man,
0,1,male,,0,4,15.69799935192919,S,Southampton,man,
0,2,male,23.5607416567556,0,0,11.339299551052834,S,Southampton,man,
0,3,male,44.73757807980419,0,0,34.40469676460674,C,Cherbourg,man,D
0,3,male,42.26537046972001,0,2,3.5,S,Southampton,man,E
1,3,female,18.179712650469472,0,0,13.69789173135751,S,Southampton,woman,B
0,1,male,,2,0,60.34632252469956,S,Southampton,man,E
0,1,male,15.396805716421996,1,3,42.72705087831688,S,Southampton,child,
1,1,male,9.685345692954971,0,0,81.04724793356719,S,Southampton,child,
0,1,male,20.225958855740487,0,0,166.13334376287793,S,Southampton,man,
0,2,male,41.07350861335863,0,0,13.614280396539646,S,Southampton,man,C
0,1,male,42.34375063526521,0,0,72.44598088227109,S,Southampton,man,
0,1,male,,0,0,95.42783341897155,S,Southampton,man,
1,1,female,39.151341015871964,0,0,49.21217581338887,Q,Queenstown,woman,
0,3,male,,0,0,25.46522841656807,S,Southampton,man,
0,1,male,20.01925766687867,0,1,11.180906660616305,C,Cherbourg,man,B
0,2,male,35.04691562543517,4,0,18.10318796982647,C,Cherbourg,man,
1,3,female,40.205733353187554,1,0,19.789324074586144,S,Southampton,woman,
0,3,male,39.56007861739004,2,0,10.395640131001812,S,Southampton,man,
0,1,male,,0,0,512.0,S,Southampton,man,
0,3,male,38.91625386081489,0,0,8.486065091697949,S,Southampton,man,
0,3,male,,0,1,12.195534067266701,S,Southampton,man,
0,1,male,43.98210333642999,0,0,212.03204554300015,C,Cherbourg,man,G
0,3,male,28.62870237051316,0,1,9.023600203174146,Q,Queenstown,man,
0,3,male,16.653754882811953,0,2,8.938162354576757,S,Southampton,child,
0,1,male,26.717062504787307,0,0,58.80602968723521,S,Southampton,man,A
0,2,male,,0,0,26.947759784519555,S,Southampton,man,
1,3,female,,0,0,10.937838143211604,C,Cherbourg,woman,
1,3,female,,0,0,34.30929386692943,S,Southampton,woman,
1,1,female,17.90612110600054,0,1,13.397331508773908,S,Southampton,child,
1,1,female,24.688538585053436,0,2,58.3305830844839,S,Southampton,woman,
0,2,male,2.489394662647001,0,0,13.28865044734322,S,Southampton,child,
0,3,male,31.98611190322114,0,0,8.1629038632898,Q,Queenstown,man,
0,3,male,29.01687665507114,2,2,3.5,S,Southampton,man,D
0,2,male,17.560759165045333,0,2,24.511512941772864,S,Southampton,child,
1,3,female,38.22943935805367,1,0,7.649467497445052,Q,Queenstown,woman,
0,3,male,42.125981926771814,0,0,7.536808045903805,S,Southampton,man,
1,1,female,6.4941618988343635,0,0,71.47970773211273,S,Southampton,child,C
0,2,male,,0,2,21.919325239890966,S,Southampton,man,E
1,3,female,18.232007102977825,0,0,51.568061896040184,S,Southampton,woman,
0,3,male,15.841356584475895,0,0,13.87827631428143,S,Southampton,child,
0,3,male,40.61264778704448,1,0,9.21783012631241,S,Southampton,man,
0,3,male,,0,0,6.011438972141566,S,Southampton,man,
1,1,male,25.29679222165145,0,0,74.4072820503907,S,Southampton,man,
0,2,male,0.9459268983054514,0,6,8.80432204072905,C,Cherbourg,child,
0,3,male,,2,0,10.502315616824667,C,Cherbourg,man,B
1,2,female,11.650382472051383,0,0,50.79090189337712,S,Southampton,child,
0,2,male,29.839056823728594,0,0,18.255944848954933,S,Southampton,man,
0,2,male,,0,0,30.57033103236423,S,Southampton,man,
0,1,male,,1,0,99.3783007014693,S,Southampton,man,
1,2,female,10.67651441233243,5,0,30.83364709480602,C,Cherbourg,child,
1,1,male,0.5,0,0,33.36214897965522,S,Southampton,child,
0,2,male,31.57389362655173,1,0,16.756580129802526,S,Southampton,man,
0,1,male,54.20715654115195,1,0,20.786965729427436,S,Southampton,man,
0,3,male,,0,0,22.411233622102795,S,Southampton,man,
1,3,female,31.935231813844762,0,2,9.563675812890965,S,Southampton,woman,
0,3,male,22.117093401151337,0,2,4.997252704769399,S,Southampton,man,
0,3,male,,3,0,3.561975506813041,Q,Queenstown,man,
1,3,female,15.370353204137439,0,0,25.958775240341772,C,Cherbourg,child,
0,1,male,35.66900877098707,1,2,33.90626994235229,S,Southampton,man,
0,3,male,36.076582228332775,0,0,12.842810084855655,S,Southampton,man,
0,3,male,,1,1,9.354291461952538,Q,Queenstown,man,
1,3,female,67.63524054475508,0,2,8.869345020423088,S,Southampton,woman,
0,2,male,34.49382354050274,0,0,15.04199603920937,S,Southampton,man,E
1,1,female,21.874509240095016,1,0,74.01107387972031,S,Southampton,woman,
0,2,male,,1,2,32.344778916334235,C,Cherbourg,man,
0,2,male,4.232937331552343,1,0,15.359036484498295,S,Southampton,child,
0,3,male,19.274016164753185,0,0,10.109114980596026,S,Southampton,man,
1,3,female,23.270045866416545,1,0,17.565346782130014,C,Cherbourg,woman,
0,2,male,21.662762428915705,0,0,27.900000606223234,C,Cherbourg,man,
1,3,female,31.132968208472107,0,0,19.62793621102088,Q,Queenstown,woman,
1,3,female,17.486120946649194,0,0,27.37091800561829,S,Southampton,child,
0,1,male,44.6944293425426,0,6,33.73966214163701,S,Southampton,man,
0,1,male,29.00289890885476,0,0,22.09128211077354,C,Cherbourg,man,
0,1,male,28.869795504059397,8,0,100.20398537287016,C,Cherbourg,man,
0,2,male,24.40947396881915,0,0,13.005267235699856,S,Southampton,man,
1,1,female,31.172669574025708,0,0,168.41558961829836,S,Southampton,woman,
1,1,female,40.551375705346885,0,0,83.10389295024241,C,Cherbourg,woman,
0,2,male,16.860176980047395,0,2,28.4897070815918,C,Cherbourg,child,
0,1,male,,0,1,17.75411766347372,S,Southampton,man,
0,3,female,24.747835597126695,2,0,4.877617947415272,S,Southampton,woman,
1,1,male,10.15780707137499,1,0,76.38283628423008,S,Southampton,child,A
1,3,female,17.530389963899033,1,0,20.350813868947515,S,Southampton,child,
0,2,male,22.332907770374774,5,0,17.115855110839874,S,Southampton,man,
1,3,female,41.241448529978186,0,0,26.796447049357234,S,Southampton,woman,G
0,1,male,32.67585860602695,0,0,24.462840122923723,S,Southampton,man,
0,2,male,31.71025875914562,0,5,22.03258691769755,S,Southampton,man,
0,3,male,40.91257147035161,0,0,10.717137060011932,S,Southampton,man,
0,3,male,27.076794962408446,0,0,4.85684775526315,C,Cherbourg,man,D
0,3,male,34.466507899004455,0,1,6.1894460782520015,S,Southampton,man,
1,2,female,27.554895458945055,0,0,17.58688172428772,S,Southampton,woman,
1,1,female,,0,0,45.399825861365464,C,Cherbourg,woman,B
0,3,male,,0,0,15.147001186597208,S,Southampton,man,
0,3,male,0.5,0,0,4.3377400532213075,Q,Queenstown,child,
0,3,male,,0,1,9.82527212617397,C,Cherbourg,man,D
0,3,male,48.91847390539916,0,0,5.84157274832623,S,Southampton,man,
0,2,male,41.967015631382296,0,1,15.664131752513482,Q,Queenstown,man,
0,3,male,42.51556478427639,1,0,8.582855953804273,S,Southampton,man,
0,1,male,46.30583010528705,0,0,15.686152754843395,S,Southampton,man,
0,2,male,30.241206273460126,0,1,20.95478105628047,S,Southampton,man,
0,2,male,31.76241990367834,1,0,28.05102613899302,S,Southampton,man,
0,3,male,20.352873463919096,0,0,29.673261262906763,Q,Queenstown,man,
1,2,female,24.574980015621303,0,0,23.9134402275182,S,Southampton,woman,
0,1,male,,1,0,103.49236026822342,S,Southampton,man,
1,3,female,45.854382120363425,0,0,3.5,S,Southampton,woman,
0,2,male,,1,0,18.954613217040432,S,Southampton,man,
0,3,male,22.697350292080237,1,0,8.695815489067153,S,Southampton,man,
1,1,female,29.007391423992363,0,0,69.53462722650592,S,Southampton,woman,
1,3,female,,0,2,24.86685710159758,C,Cherbourg,woman,
1,3,female,8.786032574130413,0,0,18.18045450037647,S,Southampton,child,B
1,1,male,0.5,0,1,120.93250439473863,C,Cherbourg,child,
0,2,male,21.29248410711783,0,0,21.782273161792478,S,Southampton,man,
1,1,female,11.910026037201778,0,0,59.70892563040161,C,Cherbourg,child,
0,1,male,21.886037232937646,0,1,512.0,S,Southampton,man,
0,3,male,,0,0,6.530398069944034,S,Southampton,man,
0,2,male,22.654522273677813,0,0,40.3878775068045,S,Southampton,man,
0,3,male,49.334545482590435,0,0,15.453262929296478,C,Cherbourg,man,D
1,2,female,33.57442670443248,0,0,13.944359246311965,S,Southampton,woman,
0,3,male,,1,0,7.330922189451699,Q,Queenstown,man,
0,3,male,37.710900016607624,0,0,17.544991774349295,S,Southampton,man,
0,3,male,13.056336351069232,0,1,7.742314470665171,S,Southampton,child,
0,3,male,43.54756502388376,2,0,11.459373108816408,S,Southampton,man,
0,2,male,,0,2,12.184434148519816,Q,Queenstown,man,
0,2,male,38.386728641376976,0,2,21.656706757296185,S,Southampton,man,
0,3,male,13.993998737437824,0,0,4.740802597575674,C,Cherbourg,child,D
1,3,female,7.247377275775101,0,0,6.4783878114342235,C,Cherbourg,child,G
0,3,male,40.450455212350406,0,2,22.12214838453186,S,Southampton,man,
1,1,male,34.269733365365234,0,2,107.35600399177032,S,Southampton,man,
1,3,female,16.371278238994854,0,0,11.275966166806084,C,Cherbourg,child,
1,3,female,,1,0,8.975904567968989,S,Southampton,woman,
0,1,male,44.756086981806774,0,0,93.10417754826264,C,Cherbourg,man,
0,1,male,12.348233499857411,0,0,117.753514671853,S,Southampton,child,A
0,3,male,51.99742134558349,1,0,14.634757368956695,S,Southampton,man,
1,3,female,16.39130971492984,0,0,7.855761869866598,C,Cherbourg,child,
1,3,female,,1,0,7.10930414294496,S,Southampton,woman,
1,1,female,24.399341339514216,0,0,16.869892757563235,S,Southampton,woman,D
0,3,male,37.4446240351528,1,0,9.725541139389787,S,Southampton,man,
1,1,female,,0,0,93.16529760182142,S,Southampton,woman,
0,1,male,26.720899314987882,1,0,105.69836592187272,S,Southampton,man,
1,1,male,29.572868455540096,2,0,351.47282744101307,C,Cherbourg,man,
0,3,male,,0,0,7.503800798818768,S,Southampton,man,
0,3,female,39.37154083588176,0,0,9.631683353396687,S,Southampton,woman,G
0,3,male,21.815010069397808,0,0,30.05524605149041,S,Southampton,man,G
1,2,female,25.79960118523974,0,2,19.114181075823435,S,Southampton,woman,
0,3,male,15.079108755480828,0,0,13.432511111893916,S,Southampton,child,
0,2,male,0.5,0,0,16.38234662806973,Q,Queenstown,child,E
0,3,male,26.325611323597634,0,0,5.541243211720836,C,Cherbourg,man,
0,2,male,62.77661590258082,0,3,14.54986685982967,S,Southampton,man,
1,2,female,,0,0,59.85717438594706,S,Southampton,woman,
0,3,male,28.730354683718474,0,0,8.99995659571682,S,Southampton,man,
1,2,female,25.31952839108425,0,0,15.769308523600667,S,Southampton,woman,F
1,3,female,29.31452249936865,0,0,7.852921396243253,S,Southampton,woman,
1,3,female,36.659667612452935,0,0,56.0,S,Southampton,woman,G
0,1,male,12.46862058567617,0,0,10.762333694243212,S,Southampton,child,E
0,3,male,44.600503725364206,0,0,23.595186209958943,S,Southampton,man,
0,2,male,39.015338416177414,0,0,36.81306413360707,S,Southampton,man,
1,3,female,,0,0,4.64711188649669,Q,Queenstown,woman,
1,3,female,,1,0,15.44020438985596,S,Southampton,woman,G
0,3,male,29.27463320771586,0,1,23.190849173910472,S,Southampton,man,
1,1,female,38.42005730353548,0,0,51.14204870184375,S,Southampton,woman,B
0,3,male,37.28539787237929,0,1,21.740915677725937,S,Southampton,man,B
0,3,male,24.043430046825666,1,0,18.58958961501918,S,Southampton,man,
0,2,male,20.96957517944339,2,0,11.63210403946761,S,Southampton,man,
1,1,female,30.425988133667815,0,0,33.83215257729011,S,Southampton,woman,
0,3,male,50.686282120932624,0,2,6.305570257664489,S,Southampton,man,B
1,3,female,,1,0,9.80628134942781,C,Cherbourg,woman,
1,3,female,,0,0,28.82786908762086,S,Southampton,woman,
1,3,female,31.306651777311234,0,0,4.067206790122143,S,Southampton,woman,
0,3,male,29.712427825984253,0,0,3.5218082698893407,S,Southampton,man,
0,1,male,31.426783301185715,0,0,47.87354103237244,S,Southampton,man,
0,2,male,,2,0,16.723898387207427,S,Southampton,man,
0,2,male,,8,0,21.49299462508497,S,Southampton,man,
0,3,male,49.858088140429146,1,0,21.48139180089543,S,Southampton,man,
1,1,female,6.587344301328784,0,0,14.970459412045473,C,Cherbourg,child,
0,3,male,,1,0,3.9598118101257316,S,Southampton,man,A
0,3,male,27.554433357913336,0,0,41.54133411474591,S,Southampton,man,G
0,3,male,,0,0,6.6970225194291375,S,Southampton,man,
0,2,male,26.538038337951004,1,0,68.86238325250127,Q,Queenstown,man,
0,3,male,52.260582320192256,0,0,23.623264449671886,S,Southampton,man,D
0,1,male,,0,2,61.157859623464276,S,Southampton,man,
1,3,female,32.22981268006157,0,2,11.727846875948769,S,Southampton,woman,
1,1,male,11.357693287583878,1,1,110.86602702714495,S,Southampton,child,
1,2,female,20.370940287447315,0,0,56.46542031003591,S,Southampton,woman,
1,3,female,23.747250675464883,0,0,9.973420297716107,S,Southampton,woman,A
1,1,male,,0,0,320.87939178705165,Q,Queenstown,man,A
1,1,female,46.94301313005276,1,0,33.782323697338256,Q,Queenstown,woman,
0,3,male,36.80767485015174,1,0,19.218480500530475,S,Southampton,man,
0,3,female,13.439588602881553,0,1,7.361645382713212,S,Southampton,child,
0,3,male,32.45106689804807,0,1,27.753523079805106,Q,Queenstown,man,C
1,3,female,35.97510447895499,0,1,13.26629604994572,S,Southampton,woman,
1,3,female,44.96208653929773,3,0,8.13565945083074,S,Southampton,woman,
